,global-confirmed,global-deaths,US-confirmed,US-deaths
2020-07-21,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/051f837643ed612130af6494759f872f48b14547/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/051f837643ed612130af6494759f872f48b14547/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/051f837643ed612130af6494759f872f48b14547/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/051f837643ed612130af6494759f872f48b14547/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-22,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9e3fcb1765b1556f221d3afd7a7ded4c90627727/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9e3fcb1765b1556f221d3afd7a7ded4c90627727/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9e3fcb1765b1556f221d3afd7a7ded4c90627727/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9e3fcb1765b1556f221d3afd7a7ded4c90627727/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-23,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b3262a11b6915e4ed2cd7b9563324fcb8a0d6a85/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b3262a11b6915e4ed2cd7b9563324fcb8a0d6a85/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b3262a11b6915e4ed2cd7b9563324fcb8a0d6a85/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b3262a11b6915e4ed2cd7b9563324fcb8a0d6a85/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-24,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ba193368d75917e583302148552abee53b039708/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ba193368d75917e583302148552abee53b039708/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ba193368d75917e583302148552abee53b039708/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ba193368d75917e583302148552abee53b039708/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-25,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1f0992516d8b0776397b131447c31e4f486036c6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1f0992516d8b0776397b131447c31e4f486036c6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1f0992516d8b0776397b131447c31e4f486036c6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1f0992516d8b0776397b131447c31e4f486036c6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-26,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/382e42db5e578c4c57d4b4f38ced0d5b1a5cffbc/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/382e42db5e578c4c57d4b4f38ced0d5b1a5cffbc/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/382e42db5e578c4c57d4b4f38ced0d5b1a5cffbc/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/382e42db5e578c4c57d4b4f38ced0d5b1a5cffbc/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-27,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/df9b74a6a71e76ad1c9b27d486082d76af3d745a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/df9b74a6a71e76ad1c9b27d486082d76af3d745a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/df9b74a6a71e76ad1c9b27d486082d76af3d745a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/df9b74a6a71e76ad1c9b27d486082d76af3d745a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-28,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7326f9c341a09882d857fec5edc841b024db6667/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7326f9c341a09882d857fec5edc841b024db6667/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7326f9c341a09882d857fec5edc841b024db6667/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7326f9c341a09882d857fec5edc841b024db6667/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-29,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/06d8bb46154942fc2cb8b5e07f2526fb75e1d16c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/06d8bb46154942fc2cb8b5e07f2526fb75e1d16c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/06d8bb46154942fc2cb8b5e07f2526fb75e1d16c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/06d8bb46154942fc2cb8b5e07f2526fb75e1d16c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-30,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1326d8d8ff6e53448a79ad0b9ba1bd22c606e6e8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1326d8d8ff6e53448a79ad0b9ba1bd22c606e6e8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1326d8d8ff6e53448a79ad0b9ba1bd22c606e6e8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1326d8d8ff6e53448a79ad0b9ba1bd22c606e6e8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-07-31,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/154d29de498265b732fd5b5b3c5d95a77e7c8f5a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/154d29de498265b732fd5b5b3c5d95a77e7c8f5a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/154d29de498265b732fd5b5b3c5d95a77e7c8f5a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/154d29de498265b732fd5b5b3c5d95a77e7c8f5a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-01,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7090f14559f8adfaa95e899cc0e9dc8c67e011f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7090f14559f8adfaa95e899cc0e9dc8c67e011f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7090f14559f8adfaa95e899cc0e9dc8c67e011f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7090f14559f8adfaa95e899cc0e9dc8c67e011f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-02,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4fd54d9d8db776a631a74a52a268f503b9319b5f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4fd54d9d8db776a631a74a52a268f503b9319b5f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4fd54d9d8db776a631a74a52a268f503b9319b5f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4fd54d9d8db776a631a74a52a268f503b9319b5f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-03,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b3fda712d02366f6abfccb7a36362a6748851055/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b3fda712d02366f6abfccb7a36362a6748851055/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b3fda712d02366f6abfccb7a36362a6748851055/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b3fda712d02366f6abfccb7a36362a6748851055/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-04,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bf279e18dfd66a3705a62129e5c47183d35c3afe/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bf279e18dfd66a3705a62129e5c47183d35c3afe/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bf279e18dfd66a3705a62129e5c47183d35c3afe/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bf279e18dfd66a3705a62129e5c47183d35c3afe/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-05,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bab9f081e695fb715d8237db48e4e76e7665b2d7/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bab9f081e695fb715d8237db48e4e76e7665b2d7/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bab9f081e695fb715d8237db48e4e76e7665b2d7/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/bab9f081e695fb715d8237db48e4e76e7665b2d7/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-06,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7b868933cb1a97f7c50ba357aa281a86e5610774/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7b868933cb1a97f7c50ba357aa281a86e5610774/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7b868933cb1a97f7c50ba357aa281a86e5610774/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7b868933cb1a97f7c50ba357aa281a86e5610774/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-07,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3b31db247dbefba5ff3df959c3f53214e7d53f0f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3b31db247dbefba5ff3df959c3f53214e7d53f0f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3b31db247dbefba5ff3df959c3f53214e7d53f0f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3b31db247dbefba5ff3df959c3f53214e7d53f0f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-08,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fd197e4950d37c81e94e934055df27df515c6a5b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fd197e4950d37c81e94e934055df27df515c6a5b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fd197e4950d37c81e94e934055df27df515c6a5b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fd197e4950d37c81e94e934055df27df515c6a5b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-09,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/824ea3baef94fca04bbc2e84ab5f3ec28c3d7a31/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/824ea3baef94fca04bbc2e84ab5f3ec28c3d7a31/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/824ea3baef94fca04bbc2e84ab5f3ec28c3d7a31/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/824ea3baef94fca04bbc2e84ab5f3ec28c3d7a31/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-10,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/965b7bed1d42bb3cdf056b85601225ab7fc01961/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/965b7bed1d42bb3cdf056b85601225ab7fc01961/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/965b7bed1d42bb3cdf056b85601225ab7fc01961/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/965b7bed1d42bb3cdf056b85601225ab7fc01961/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-11,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/f8451718dbb5054ce06996af9aae003cca221495/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/f8451718dbb5054ce06996af9aae003cca221495/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/f8451718dbb5054ce06996af9aae003cca221495/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/f8451718dbb5054ce06996af9aae003cca221495/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-12,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/aeef3326454050fe6eb5f35189502a7ea0e7dcaf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/aeef3326454050fe6eb5f35189502a7ea0e7dcaf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/aeef3326454050fe6eb5f35189502a7ea0e7dcaf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/aeef3326454050fe6eb5f35189502a7ea0e7dcaf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-13,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ce4e47c1d60fd6e4824665ed6d2030a8ef31f3c3/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ce4e47c1d60fd6e4824665ed6d2030a8ef31f3c3/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ce4e47c1d60fd6e4824665ed6d2030a8ef31f3c3/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ce4e47c1d60fd6e4824665ed6d2030a8ef31f3c3/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-14,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b9466377d115c0ed64a0085ecc15016118abbbf4/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b9466377d115c0ed64a0085ecc15016118abbbf4/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b9466377d115c0ed64a0085ecc15016118abbbf4/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b9466377d115c0ed64a0085ecc15016118abbbf4/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-15,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4a4b2d9c4d39f3f6d6963b8b050849589e84d497/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4a4b2d9c4d39f3f6d6963b8b050849589e84d497/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4a4b2d9c4d39f3f6d6963b8b050849589e84d497/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4a4b2d9c4d39f3f6d6963b8b050849589e84d497/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-16,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/39ab57968cdcd07f665a20943b113a65ea45d33f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/39ab57968cdcd07f665a20943b113a65ea45d33f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/39ab57968cdcd07f665a20943b113a65ea45d33f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/39ab57968cdcd07f665a20943b113a65ea45d33f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-17,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2696ca2cd8882dac11658ca510473b7bd03c4ead/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2696ca2cd8882dac11658ca510473b7bd03c4ead/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2696ca2cd8882dac11658ca510473b7bd03c4ead/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2696ca2cd8882dac11658ca510473b7bd03c4ead/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-18,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/28bdf2796a017ef3079f9a1209debbd6fe0abd0c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/28bdf2796a017ef3079f9a1209debbd6fe0abd0c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/28bdf2796a017ef3079f9a1209debbd6fe0abd0c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/28bdf2796a017ef3079f9a1209debbd6fe0abd0c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-19,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/553ad7c46deb5a7718a2aa9b8961a4dbcbebc936/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/553ad7c46deb5a7718a2aa9b8961a4dbcbebc936/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/553ad7c46deb5a7718a2aa9b8961a4dbcbebc936/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/553ad7c46deb5a7718a2aa9b8961a4dbcbebc936/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-20,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b7ffac4fe78ed287d9443e532bc490db9e76b4c2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b7ffac4fe78ed287d9443e532bc490db9e76b4c2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b7ffac4fe78ed287d9443e532bc490db9e76b4c2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b7ffac4fe78ed287d9443e532bc490db9e76b4c2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-21,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/164a110f7ae627c743b5523f604c568677219723/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/164a110f7ae627c743b5523f604c568677219723/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/164a110f7ae627c743b5523f604c568677219723/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/164a110f7ae627c743b5523f604c568677219723/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-22,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e634d6276535cdf079afd4005a2cad0f28d54646/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e634d6276535cdf079afd4005a2cad0f28d54646/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e634d6276535cdf079afd4005a2cad0f28d54646/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e634d6276535cdf079afd4005a2cad0f28d54646/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-23,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4eb0bbe2bf8391e58227026b9917a03faca89ad2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4eb0bbe2bf8391e58227026b9917a03faca89ad2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4eb0bbe2bf8391e58227026b9917a03faca89ad2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4eb0bbe2bf8391e58227026b9917a03faca89ad2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
2020-08-24,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a10636a992f0ee1d53198af11783e9b80190727f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a10636a992f0ee1d53198af11783e9b80190727f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a10636a992f0ee1d53198af11783e9b80190727f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv,https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a10636a992f0ee1d53198af11783e9b80190727f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv
